Symbol,Time,Open,High,Low,Close,Volume,Ticker
AAA,2023-12-22,9250,9350,9230,9240,1226100,AAA
AAM,2023-12-22,9590,9590,9130,9200,1200,AAM
AAS,2023-12-22,8500,8600,8400,8400,397000,AAS
AAT,2023-12-22,4940,4970,4850,4890,173500,AAT
AAV,2023-12-22,4200,4300,4200,4200,105300,AAV
ABB,2023-12-22,8000,8000,7800,7900,402300,ABB
ABC,2023-12-22,13400,13400,12800,13400,6200,ABC
ABI,2023-12-22,25600,26900,25300,25800,69000,ABI
ABR,2023-12-22,13300,13300,13300,13300,100,ABR
ABS,2023-12-22,5700,5750,5700,5720,365400,ABS
ABT,2023-12-22,34500,34500,34500,34500,1600,ABT
ABW,2023-12-22,10000,10100,9900,10000,129400,ABW
ACB,2023-12-22,23200,23300,23200,23200,4510000,ACB
ACC,2023-12-22,12250,12350,12250,12350,27200,ACC
ACE,2023-12-22,35000,36600,35000,36600,15000,ACE
ACG,2023-12-22,37100,37750,37100,37750,12500,ACG
ACL,2023-12-22,12100,12200,11900,12000,20700,ACL
ACM,2023-12-22,500,600,400,600,293300,ACM
ACS,2023-12-22,6400,6400,6400,6400,100,ACS
ACV,2023-12-22,61500,62800,61200,62200,169300,ACV
ADC,2023-12-22,18400,18400,18400,18400,100,ADC
ADG,2023-12-22,22000,22000,21500,21500,5800,ADG
ADS,2023-12-22,13350,13350,13150,13200,154300,ADS
AFX,2023-12-22,8900,9000,8600,8700,96900,AFX
AG1,2023-12-22,7500,7500,7500,7500,600,AG1
AGF,2023-12-22,2800,2800,2800,2800,100,AGF
AGG,2023-12-22,25000,25000,24500,24900,421400,AGG
AGP,2023-12-22,25000,25000,25000,25000,2000,AGP
AGR,2023-12-22,16050,16250,15800,15950,1237400,AGR
AIC,2023-12-22,14700,14700,14700,14700,3000,AIC
ALV,2023-12-22,3900,4100,3900,4100,108800,ALV
AMP,2023-12-22,26600,26600,22500,26400,300,AMP
AMS,2023-12-22,10200,10300,10100,10200,136100,AMS
AMV,2023-12-22,3900,4000,3800,3900,763700,AMV
ANT,2023-12-22,11300,11900,11300,11900,3600,ANT
ANV,2023-12-22,31500,31500,30700,30750,1160900,ANV
APC,2023-12-22,9100,9400,9000,9400,1600,APC
APG,2023-12-22,11500,11650,11350,11350,634000,APG
APH,2023-12-22,7480,7500,7430,7500,464600,APH
API,2023-12-22,5800,5800,5600,5700,211000,API
APP,2023-12-22,4600,4700,4600,4600,1500,APP
APS,2023-12-22,6700,6800,6700,6800,304500,APS
APT,2023-12-22,2200,2200,2200,2200,100,APT
ASG,2023-12-22,21600,21600,20900,21450,3400,ASG
ASM,2023-12-22,10100,10200,9970,9980,2026400,ASM
ASP,2023-12-22,5010,5030,4940,5010,3100,ASP
AST,2023-12-22,50500,52500,49800,50000,10500,AST
ATA,2023-12-22,1100,1200,1100,1100,36900,ATA
ATB,2023-12-22,600,600,500,600,3200,ATB
ATG,2023-12-22,2400,2500,2400,2400,2700,ATG
AVC,2023-12-22,55300,55300,51200,53900,3100,AVC
BAB,2023-12-22,12700,12700,12600,12600,2100,BAB
BAF,2023-12-22,25650,25700,25350,25550,2041900,BAF
BAX,2023-12-22,43600,43600,43600,43600,3500,BAX
BBT,2023-12-22,9400,9400,9400,9400,100,BBT
BCA,2023-12-22,7100,7400,7100,7200,82900,BCA
BCC,2023-12-22,8900,9300,8900,9200,92900,BCC
BCE,2023-12-22,5600,5850,5600,5660,28800,BCE
BCF,2023-12-22,31000,31000,31000,31000,100,BCF
BCG,2023-12-22,8860,8890,8790,8870,3316700,BCG
BCM,2023-12-22,61100,61800,60800,61800,398000,BCM
BCR,2023-12-22,8900,9100,8700,8700,593800,BCR
BDG,2023-12-22,27500,27500,27500,27500,2000,BDG
BDT,2023-12-22,14000,14000,13700,13700,5000,BDT
BED,2023-12-22,14800,14800,14800,14800,4000,BED
BFC,2023-12-22,24350,24750,24000,24350,98700,BFC
BHI,2023-12-22,17000,17000,16300,16300,600,BHI
BHN,2023-12-22,39800,40000,38700,38700,3500,BHN
BIC,2023-12-22,25250,25400,25150,25200,18100,BIC
BID,2023-12-22,41800,42450,41400,42450,1189100,BID
BIG,2023-12-22,10000,10100,9500,9800,462000,BIG
BII,2023-12-22,700,700,600,700,317800,BII
BKG,2023-12-22,4440,4490,4400,4400,43800,BKG
BLF,2023-12-22,3200,3200,3000,3000,13900,BLF
BMC,2023-12-22,14900,15000,14900,15000,18100,BMC
BMF,2023-12-22,8000,8000,7900,7900,600,BMF
BMG,2023-12-22,22400,22400,22400,22400,5000,BMG
BMI,2023-12-22,21150,21150,20650,21100,53200,BMI
BMP,2023-12-22,93600,100000,92800,100000,633600,BMP
BMS,2023-12-22,11200,11400,11100,11300,114300,BMS
BNA,2023-12-22,10400,10400,10200,10200,22400,BNA
BOT,2023-12-22,2900,3000,2800,2900,527600,BOT
BRC,2023-12-22,11500,12100,11300,12100,10400,BRC
BRR,2023-12-22,16500,16500,16000,16500,1800,BRR
BSG,2023-12-22,12400,12400,11700,12400,4400,BSG
BSI,2023-12-22,46900,47000,45300,46300,449900,BSI
BSQ,2023-12-22,19800,19900,19800,19900,300,BSQ
BSR,2023-12-22,18400,18600,18300,18300,2754400,BSR
BTN,2023-12-22,3500,3500,3400,3400,6300,BTN
BTP,2023-12-22,16000,16000,15700,15800,60900,BTP
BTS,2023-12-22,5600,5600,5500,5500,7200,BTS
BTV,2023-12-22,11600,11600,11600,11600,2200,BTV
BVB,2023-12-22,10400,10500,10300,10400,77700,BVB
BVG,2023-12-22,2100,2200,2000,2100,71300,BVG
BVH,2023-12-22,39350,39350,38900,38900,359900,BVH
BVL,2023-12-22,10300,10500,10200,10500,64600,BVL
BVS,2023-12-22,25400,25500,25100,25100,157300,BVS
BWE,2023-12-22,40400,40500,40000,40050,92200,BWE
BWS,2023-12-22,28500,28500,28500,28500,400,BWS
BXH,2023-12-22,16000,16000,16000,16000,1400,BXH
C21,2023-12-22,12000,14200,12000,14200,200,C21
C32,2023-12-22,16800,16850,16750,16850,2800,C32
C47,2023-12-22,6730,6750,6700,6700,49500,C47
C4G,2023-12-22,11600,11800,11600,11600,711400,C4G
C69,2023-12-22,7000,7000,6800,6800,160000,C69
C92,2023-12-22,2900,3000,2900,3000,3000,C92
CAD,2023-12-22,700,700,500,600,22900,CAD
CAG,2023-12-22,7000,7000,7000,7000,5700,CAG
CAP,2023-12-22,76800,77400,76600,77400,20600,CAP
CAR,2023-12-22,22000,22000,21400,21400,300,CAR
CAT,2023-12-22,15800,15900,15800,15900,800,CAT
CAV,2023-12-22,66900,67000,66500,67000,3300,CAV
CBS,2023-12-22,28400,28400,28000,28000,400,CBS
CC1,2023-12-22,16500,16600,16200,16300,25000,CC1
CC4,2023-12-22,16000,16000,16000,16000,100,CC4
CCI,2023-12-22,22800,22800,20600,22800,4800,CCI
CCL,2023-12-22,7100,7170,7000,7030,194100,CCL
CCM,2023-12-22,32000,32000,32000,32000,100,CCM
CDC,2023-12-22,20000,20200,19850,20100,752500,CDC
CDN,2023-12-22,27100,27100,27100,27100,700,CDN
CDO,2023-12-22,900,1000,800,900,84500,CDO
CDP,2023-12-22,11000,11000,10700,10700,2100,CDP
CDR,2023-12-22,4900,5000,4900,5000,1000,CDR
CE1,2023-12-22,13200,13200,13200,13200,7800,CE1
CEG,2023-12-22,10000,10000,10000,10000,3900,CEG
CEN,2023-12-22,5700,5800,5600,5600,312100,CEN
CEO,2023-12-22,22700,23100,22500,22700,9441400,CEO
CET,2023-12-22,6400,6500,5900,5900,1700,CET
CFM,2023-12-22,10000,10000,9300,9300,400,CFM
CGV,2023-12-22,2500,2700,2500,2600,4500,CGV
CHP,2023-12-22,25100,25950,25000,25800,24700,CHP
CHS,2023-12-22,10000,10200,10000,10200,6100,CHS
CI5,2023-12-22,8000,8000,7800,7800,600,CI5
CIA,2023-12-22,10000,10000,9900,9900,2500,CIA
CIG,2023-12-22,6500,6550,6480,6500,84900,CIG
CII,2023-12-22,16750,16800,16500,16550,5085300,CII
CIP,2023-12-22,2800,2800,2800,2800,800,CIP
CKD,2023-12-22,23300,23300,23300,23300,500,CKD
CKG,2023-12-22,21850,21900,21450,21600,22900,CKG
CLG,2023-12-22,500,600,400,500,272500,CLG
CLH,2023-12-22,25300,25300,24900,24900,700,CLH
CLL,2023-12-22,35850,35850,34000,35600,13400,CLL
CLM,2023-12-22,57500,57500,57500,57500,100,CLM
CLX,2023-12-22,13900,13900,13900,13900,16600,CLX
CMC,2023-12-22,6900,6900,6200,6200,1500,CMC
CMD,2023-12-22,21300,21400,21000,21000,14900,CMD
CMF,2023-12-22,205000,205000,205000,205000,100,CMF
CMG,2023-12-22,39150,40000,37000,39600,254200,CMG
CMI,2023-12-22,1500,1500,1500,1500,10400,CMI
CMM,2023-12-22,6800,6900,6700,6900,508700,CMM
CMS,2023-12-22,19800,19800,18800,19300,96400,CMS
CMT,2023-12-22,23400,24300,23200,23900,17600,CMT
CMV,2023-12-22,8700,8900,8500,8500,2900,CMV
CMX,2023-12-22,8740,8840,8700,8760,235200,CMX
CNC,2023-12-22,28000,28200,28000,28100,13700,CNC
CNG,2023-12-22,27600,27700,27300,27300,23900,CNG
COM,2023-12-22,29450,29450,29450,29450,100,COM
CPA,2023-12-22,4600,4600,4600,4600,1000,CPA
CPI,2023-12-22,3100,3100,2800,2800,4600,CPI
CQN,2023-12-22,30000,30000,30000,30000,200,CQN
CQT,2023-12-22,10000,10000,10000,10000,100,CQT
CRC,2023-12-22,5440,5490,5420,5470,31000,CRC
CRE,2023-12-22,8180,8189,8100,8100,337800,CRE
CSC,2023-12-22,28600,28700,28300,28700,32600,CSC
CSI,2023-12-22,29500,31000,29300,30300,38700,CSI
CSM,2023-12-22,12150,12400,11900,11900,4600,CSM
CST,2023-12-22,17400,17400,17300,17400,13600,CST
CSV,2023-12-22,40600,40650,39900,40000,304500,CSV
CTB,2023-12-22,20000,20000,20000,20000,600,CTB
CTD,2023-12-22,64000,66400,64000,65200,2770500,CTD
CTF,2023-12-22,30750,31400,30550,31400,725200,CTF
CTG,2023-12-22,26500,26600,26350,26450,2169200,CTG
CTI,2023-12-22,14750,14750,14500,14600,289000,CTI
CTP,2023-12-22,4400,4500,4300,4500,135600,CTP
CTR,2023-12-22,87200,90200,87100,89400,285100,CTR
CTS,2023-12-22,27900,28400,27800,27850,2190200,CTS
CVN,2023-12-22,3400,3400,3300,3300,28400,CVN
D2D,2023-12-22,25300,25500,25250,25300,11200,D2D
DAE,2023-12-22,14100,14100,14100,14100,600,DAE
DAG,2023-12-22,3180,3180,3120,3170,80900,DAG
DAH,2023-12-22,4350,4390,4320,4350,164500,DAH
DAS,2023-12-22,12000,12300,12000,12300,300,DAS
DAT,2023-12-22,9200,9200,9000,9000,2400,DAT
DBC,2023-12-22,26250,26500,25850,26200,7291400,DBC
DBD,2023-12-22,54000,54000,53000,54000,107300,DBD
DC1,2023-12-22,6300,6300,6300,6300,300,DC1
DC2,2023-12-22,4600,4600,4600,4600,500,DC2
DC4,2023-12-22,8370,8380,8200,8210,51900,DC4
DCL,2023-12-22,23200,23500,23000,23200,67600,DCL
DCM,2023-12-22,31400,31700,31250,31600,994600,DCM
DCR,2023-12-22,6400,6400,6400,6400,100,DCR
DCS,2023-12-22,400,500,400,500,370600,DCS
DCT,2023-12-22,700,700,700,700,400,DCT
DDG,2023-12-22,5700,5900,5600,5700,453100,DDG
DDM,2023-12-22,1000,1000,1000,1000,2600,DDM
DDV,2023-12-22,9500,9600,9500,9500,126800,DDV
DFF,2023-12-22,11600,11600,11600,11600,4500,DFF
DGC,2023-12-22,91000,91000,89900,90500,1421400,DGC
DGT,2023-12-22,5000,5000,4900,5000,60800,DGT
DGW,2023-12-22,51600,52000,50600,51400,657300,DGW
DHA,2023-12-22,48900,48900,47900,47900,76900,DHA
DHB,2023-12-22,7900,8900,7900,8900,17400,DHB
DHC,2023-12-22,37300,37900,37300,37900,126600,DHC
DHD,2023-12-22,24500,24500,24500,24500,1500,DHD
DHG,2023-12-22,98400,99500,98400,99500,12700,DHG
DHM,2023-12-22,7760,7760,7490,7720,15300,DHM
DHP,2023-12-22,11200,11200,11200,11200,1000,DHP
DHT,2023-12-22,23000,23000,22600,23000,75900,DHT
DIC,2023-12-22,1100,1300,1100,1200,111300,DIC
DID,2023-12-22,4000,4000,3800,3800,23400,DID
DIG,2023-12-22,26200,26450,25800,25800,9669100,DIG
DIH,2023-12-22,24100,25200,24100,25200,8100,DIH
DL1,2023-12-22,4300,4400,4200,4400,182000,DL1
DLG,2023-12-22,2520,2530,2460,2460,1755200,DLG
DLR,2023-12-22,11900,11900,11900,11900,100,DLR
DLT,2023-12-22,16000,16000,16000,16000,500,DLT
DMN,2023-12-22,4800,4800,4800,4800,3000,DMN
DMS,2023-12-22,7000,7000,6800,6800,1300,DMS
DNE,2023-12-22,8900,8900,8900,8900,100,DNE
DNP,2023-12-22,22500,22500,22500,22500,500,DNP
DOC,2023-12-22,7800,7800,7800,7800,1000,DOC
DP1,2023-12-22,31300,35300,31300,33900,2900,DP1
DP3,2023-12-22,64500,64500,64099,64200,3200,DP3
DPG,2023-12-22,38400,38800,38300,38600,369900,DPG
DPM,2023-12-22,32950,32950,32500,32549,1527300,DPM
DPR,2023-12-22,29500,29650,29400,29500,200500,DPR
DPS,2023-12-22,300,400,300,300,236100,DPS
DQC,2023-12-22,14950,15200,14950,15150,2800,DQC
DRC,2023-12-22,26400,27300,26200,26900,1301200,DRC
DRG,2023-12-22,6800,6800,6800,6800,300,DRG
DRH,2023-12-22,4930,4980,4870,4870,644600,DRH
DRI,2023-12-22,7400,7400,7100,7200,173300,DRI
DRL,2023-12-22,66000,66000,65700,65700,1500,DRL
DS3,2023-12-22,4800,5600,4800,5600,15000,DS3
DSC,2023-12-22,19000,20000,18700,19700,444500,DSC
DSG,2023-12-22,4500,4500,4500,4500,100,DSG
DSN,2023-12-22,56400,56500,56000,56500,14300,DSN
DSP,2023-12-22,16900,16900,14000,15300,2700,DSP
DST,2023-12-22,3800,3800,3700,3800,46200,DST
DTA,2023-12-22,5210,5400,5210,5390,14700,DTA
DTC,2023-12-22,4700,4700,4300,4300,12700,DTC
DTD,2023-12-22,25200,26300,24900,25300,1305300,DTD
DTG,2023-12-22,22000,23600,22000,22100,2500,DTG
DTH,2023-12-22,13600,13600,13600,13600,1800,DTH
DTI,2023-12-22,3000,3000,2900,3000,7100,DTI
DTK,2023-12-22,10500,10500,10500,10500,400,DTK
DTL,2023-12-22,15700,15700,15600,15600,900,DTL
DVC,2023-12-22,10600,12100,10600,12100,1500,DVC
DVG,2023-12-22,3100,3100,3100,3100,44900,DVG
DVM,2023-12-22,11800,12000,11600,12000,337200,DVM
DVN,2023-12-22,18200,18200,18000,18100,7200,DVN
DVP,2023-12-22,64200,69000,64200,69000,56200,DVP
DWS,2023-12-22,11500,12600,11500,12600,5600,DWS
DXG,2023-12-22,19250,19300,18750,18750,11797500,DXG
DXP,2023-12-22,12400,12600,12400,12600,246600,DXP
DXS,2023-12-22,7300,7390,7200,7250,1169800,DXS
DXV,2023-12-22,4790,4790,4280,4650,23800,DXV
E29,2023-12-22,4400,4400,4300,4300,600,E29
EBS,2023-12-22,10400,11600,10400,10900,300,EBS
EFI,2023-12-22,1600,1900,1500,1900,3000,EFI
EIB,2023-12-22,18300,18500,18250,18300,10195800,EIB
EIC,2023-12-22,24500,24800,24500,24800,1200,EIC
EID,2023-12-22,20600,20900,20600,20900,2500,EID
EIN,2023-12-22,3700,3800,3500,3500,25800,EIN
ELC,2023-12-22,19200,19950,19200,19700,792800,ELC
EMS,2023-12-22,20000,20000,20000,20000,100,EMS
EPC,2023-12-22,8600,8600,8600,8600,300,EPC
EVE,2023-12-22,14750,15000,14700,15000,68000,EVE
EVF,2023-12-22,16200,16200,15900,16000,4073000,EVF
EVG,2023-12-22,5500,5560,5400,5400,1750400,EVG
EVS,2023-12-22,8200,8500,8200,8400,316400,EVS
FCM,2023-12-22,4710,4770,4650,4680,71500,FCM
FCN,2023-12-22,14250,14300,14100,14200,821800,FCN
FCS,2023-12-22,7300,7300,7300,7300,1200,FCS
FDC,2023-12-22,18000,19250,18000,19250,2000,FDC
FID,2023-12-22,2300,2300,2100,2200,207400,FID
FIR,2023-12-22,20150,20200,19750,19950,673700,FIR
FIT,2023-12-22,4450,4500,4420,4440,897000,FIT
FMC,2023-12-22,44500,45050,44350,44850,24900,FMC
FOC,2023-12-22,67000,67000,67000,67000,100,FOC
FOX,2023-12-22,52300,52300,51800,52100,30200,FOX
FPT,2023-12-22,95000,95100,94400,94600,1275400,FPT
FRC,2023-12-22,23900,23900,23900,23900,100,FRC
FRT,2023-12-22,101800,102800,101400,102500,382100,FRT
FT1,2023-12-22,38000,38000,38000,38000,600,FT1
FTM,2023-12-22,600,600,500,600,59600,FTM
FTS,2023-12-22,43800,44300,43550,44000,1787100,FTS
G20,2023-12-22,600,600,500,500,2400,G20
G36,2023-12-22,7200,7200,7100,7100,122900,G36
GAS,2023-12-22,74900,75200,74300,74700,616600,GAS
GDA,2023-12-22,23900,24000,23400,23800,26500,GDA
GDT,2023-12-22,22550,22600,22550,22550,8300,GDT
GEE,2023-12-22,31900,31900,29000,29500,25600,GEE
GEG,2023-12-22,13250,13250,13100,13100,208400,GEG
GEX,2023-12-22,22600,23150,22600,22700,16000300,GEX
GGG,2023-12-22,1900,1900,1900,1900,7200,GGG
GHC,2023-12-22,26400,26500,26400,26500,7000,GHC
GIC,2023-12-22,14700,14700,14600,14700,1300,GIC
GIL,2023-12-22,24900,25200,24800,24800,190800,GIL
GKM,2023-12-22,32700,33100,31000,33100,1112300,GKM
GMC,2023-12-22,7980,7980,7980,7980,200,GMC
GMD,2023-12-22,68000,68700,68000,68300,378000,GMD
GMH,2023-12-22,9800,9800,9800,9800,100,GMH
GMX,2023-12-22,18600,18600,18100,18100,2800,GMX
GND,2023-12-22,27200,27500,27200,27500,400,GND
GPC,2023-12-22,2900,3300,2900,3300,126000,GPC
GSM,2023-12-22,18600,18600,16700,16900,7000,GSM
GSP,2023-12-22,11400,11500,11400,11450,77900,GSP
GTA,2023-12-22,13850,14950,13450,14950,1500,GTA
GVR,2023-12-22,20050,20250,19900,20250,1995500,GVR
H11,2023-12-22,7000,7000,7000,7000,400,H11
HAC,2023-12-22,8800,8800,8800,8800,100,HAC
HAF,2023-12-22,21000,21000,16200,16200,10400,HAF
HAG,2023-12-22,13250,13700,13250,13500,21601000,HAG
HAH,2023-12-22,37750,37800,37050,37400,2384300,HAH
HAM,2023-12-22,26500,26500,26500,26500,300,HAM
HAN,2023-12-22,10300,10300,10100,10300,2300,HAN
HAP,2023-12-22,4770,4800,4690,4700,79400,HAP
HAR,2023-12-22,4230,4250,4140,4140,613700,HAR
HAS,2023-12-22,6700,6700,6560,6560,400,HAS
HAT,2023-12-22,43000,43000,43000,43000,100,HAT
HAV,2023-12-22,3000,3000,3000,3000,300,HAV
HAX,2023-12-22,14250,14250,14050,14100,147800,HAX
HBC,2023-12-22,7510,7630,7500,7600,328800,HBC
HBS,2023-12-22,8000,8200,8000,8100,15500,HBS
HCC,2023-12-22,10000,10300,10000,10000,1700,HCC
HCD,2023-12-22,7800,7850,7660,7750,535700,HCD
HCM,2023-12-22,32800,33100,32299,32400,6221700,HCM
HD2,2023-12-22,28000,28000,28000,28000,100,HD2
HD6,2023-12-22,19000,19100,18700,18900,15500,HD6
HD8,2023-12-22,8700,8700,8700,8700,4600,HD8
HDA,2023-12-22,4800,4800,4800,4800,1700,HDA
HDB,2023-12-22,18750,18950,18550,18950,7004900,HDB
HDC,2023-12-22,32299,32800,32200,32299,1530900,HDC
HDG,2023-12-22,28800,29250,28500,29100,2009800,HDG
HDM,2023-12-22,30000,30300,29900,30000,14400,HDM
HDP,2023-12-22,15500,15500,15100,15100,6300,HDP
HDW,2023-12-22,12500,12500,12500,12500,1900,HDW
HEJ,2023-12-22,11800,11800,11800,11800,2200,HEJ
HFB,2023-12-22,9200,9200,9200,9200,10900,HFB
HFX,2023-12-22,1700,1700,1700,1700,100,HFX
HGW,2023-12-22,10600,10600,10600,10600,200,HGW
HHG,2023-12-22,1900,2000,1900,2000,36400,HHG
HHP,2023-12-22,10400,10800,10400,10550,435600,HHP
HHS,2023-12-22,7380,7500,7170,7240,2785400,HHS
HHV,2023-12-22,15400,15450,15100,15100,5200900,HHV
HID,2023-12-22,3130,3160,3120,3140,29600,HID
HII,2023-12-22,5300,5300,5250,5290,88300,HII
HIO,2023-12-22,25500,25800,24100,25500,131000,HIO
HJS,2023-12-22,40000,40000,34000,40000,3300,HJS
HKB,2023-12-22,600,700,600,600,90300,HKB
HKT,2023-12-22,4000,4000,3900,4000,1900,HKT
HLC,2023-12-22,12000,12000,12000,12000,200,HLC
HLD,2023-12-22,25800,26000,25500,25600,23700,HLD
HLT,2023-12-22,7400,7400,7400,7400,100,HLT
HMC,2023-12-22,11000,11200,10800,11000,46900,HMC
HMH,2023-12-22,13200,13900,13200,13900,2200,HMH
HMR,2023-12-22,8600,8600,8300,8400,11100,HMR
HMS,2023-12-22,32000,32200,32000,32100,7000,HMS
HNA,2023-12-22,19000,19500,19000,19500,1200,HNA
HNB,2023-12-22,13000,13000,13000,13000,1400,HNB
HND,2023-12-22,13600,13800,13600,13700,4900,HND
HNG,2023-12-22,4080,4140,4059,4100,2007900,HNG
HNI,2023-12-22,20500,20500,20500,20500,600,HNI
HNM,2023-12-22,9100,9400,9100,9300,10000,HNM
HOM,2023-12-22,5000,5000,4800,4900,19000,HOM
HPD,2023-12-22,23300,23400,23300,23300,12300,HPD
HPG,2023-12-22,27200,27350,27050,27050,17429100,HPG
HPW,2023-12-22,16500,16500,16500,16500,800,HPW
HQC,2023-12-22,4210,4300,4070,4130,8291000,HQC
HRC,2023-12-22,48750,48750,48750,48750,100,HRC
HRT,2023-12-22,7000,7000,6800,6800,14700,HRT
HSA,2023-12-22,33000,33800,33000,33800,309600,HSA
HSG,2023-12-22,21750,21900,21400,21600,5298000,HSG
HSI,2023-12-22,1200,1300,1200,1200,5800,HSI
HSL,2023-12-22,11600,12100,10700,11000,2039700,HSL
HSM,2023-12-22,7900,7900,7900,7900,100,HSM
HSP,2023-12-22,12800,12800,12800,12800,800,HSP
HSV,2023-12-22,7900,8100,7700,7700,256900,HSV
HT1,2023-12-22,12050,12100,11900,12000,157000,HT1
HTE,2023-12-22,4000,4200,4000,4100,1700,HTE
HTG,2023-12-22,34500,34500,34000,34250,31600,HTG
HTL,2023-12-22,12250,12250,11750,11750,4500,HTL
HTM,2023-12-22,13300,13900,12200,12400,14600,HTM
HTN,2023-12-22,15900,16100,15800,15950,584300,HTN
HTP,2023-12-22,15900,17200,15600,17200,134700,HTP
HTT,2023-12-22,1100,1100,1100,1100,20200,HTT
HTV,2023-12-22,9450,9650,9450,9650,5100,HTV
HU1,2023-12-22,6500,6500,6500,6500,200,HU1
HU3,2023-12-22,3600,3600,3600,3600,2300,HU3
HU4,2023-12-22,12100,12500,12100,12200,5400,HU4
HUB,2023-12-22,17000,17000,16800,16800,7600,HUB
HUG,2023-12-22,34000,34000,34000,34000,200,HUG
HUT,2023-12-22,19400,19700,19200,19400,2693500,HUT
HVA,2023-12-22,3700,4200,3700,3900,3500,HVA
HVH,2023-12-22,5490,5500,5410,5480,107100,HVH
HVN,2023-12-22,10900,11000,10850,11000,214100,HVN
HVT,2023-12-22,45900,49000,45900,49000,700,HVT
HVX,2023-12-22,3000,3000,2950,2980,5400,HVX
HWS,2023-12-22,14700,14700,14500,14500,17800,HWS
ICF,2023-12-22,2500,2600,2500,2600,45900,ICF
ICG,2023-12-22,7100,7400,7100,7400,2700,ICG
ICN,2023-12-22,44700,44800,44200,44200,7100,ICN
ICT,2023-12-22,11350,11350,11200,11200,5700,ICT
IDC,2023-12-22,50800,51800,50800,51100,2984900,IDC
IDI,2023-12-22,11700,11800,11500,11550,861100,IDI
IDJ,2023-12-22,6300,6400,6200,6300,876200,IDJ
IDV,2023-12-22,37500,37700,37500,37500,2800,IDV
IFS,2023-12-22,29200,29800,29200,29800,200,IFS
IJC,2023-12-22,13800,13950,13800,13900,1491600,IJC
ILA,2023-12-22,4000,4000,3800,3800,59100,ILA
ILB,2023-12-22,28300,28750,28300,28750,700,ILB
ILS,2023-12-22,13000,13000,13000,13000,1000,ILS
IMP,2023-12-22,56300,57000,56200,57000,14600,IMP
INN,2023-12-22,44900,44900,43300,43300,1800,INN
IPA,2023-12-22,15400,16500,15400,16300,761300,IPA
ISG,2023-12-22,2700,2700,2700,2700,100,ISG
ISH,2023-12-22,24500,24500,24500,24500,200,ISH
ITA,2023-12-22,6650,6740,6400,6500,5513900,ITA
ITC,2023-12-22,10250,10300,10150,10200,120500,ITC
ITD,2023-12-22,10200,10200,9700,9800,40600,ITD
ITQ,2023-12-22,2700,2700,2600,2600,47100,ITQ
ITS,2023-12-22,3700,3800,3700,3800,4100,ITS
IVS,2023-12-22,10300,10400,10100,10200,64600,IVS
JOS,2023-12-22,1200,1300,1100,1200,15100,JOS
JVC,2023-12-22,3330,3390,3330,3360,193500,JVC
KBC,2023-12-22,31100,31450,31000,31100,3657800,KBC
KDC,2023-12-22,63000,63000,62300,63000,753500,KDC
KDH,2023-12-22,30050,30200,29900,30050,947500,KDH
KDM,2023-12-22,19200,20800,19200,20500,32700,KDM
KGM,2023-12-22,7300,7300,7000,7000,30100,KGM
KHG,2023-12-22,6200,6270,6180,6240,2310200,KHG
KHP,2023-12-22,9020,9150,9020,9150,60700,KHP
KHS,2023-12-22,10000,10000,9200,10000,700,KHS
KIP,2023-12-22,9800,9800,9800,9800,8900,KIP
KLB,2023-12-22,11800,11800,11300,11500,6600,KLB
KMR,2023-12-22,3470,3500,3470,3470,21300,KMR
KOS,2023-12-22,39250,39600,39150,39300,324200,KOS
KPF,2023-12-22,5230,5330,5170,5230,341800,KPF
KSB,2023-12-22,25750,25850,25500,25550,711900,KSB
KSD,2023-12-22,3600,3600,3600,3600,2000,KSD
KSF,2023-12-22,41200,41200,40900,41000,17700,KSF
KSH,2023-12-22,500,600,400,500,851600,KSH
KSQ,2023-12-22,2000,2000,1900,2000,26500,KSQ
KSV,2023-12-22,30000,30300,29900,29900,4700,KSV
KTL,2023-12-22,30200,30300,26000,30300,10700,KTL
KTS,2023-12-22,42500,46500,42500,46000,1500,KTS
KTT,2023-12-22,2900,3000,2800,3000,4900,KTT
KVC,2023-12-22,2200,2300,2100,2300,167500,KVC
L12,2023-12-22,4600,4600,4600,4600,1000,L12
L14,2023-12-22,45000,45300,44600,45000,165600,L14
L18,2023-12-22,41700,43000,41000,41400,66800,L18
L44,2023-12-22,800,800,800,800,100,L44
L45,2023-12-22,3300,3300,3200,3200,6100,L45
L61,2023-12-22,4500,4500,3800,4300,11300,L61
LAF,2023-12-22,13400,13400,13400,13400,100,LAF
LAI,2023-12-22,43000,43000,43000,43000,400,LAI
LAS,2023-12-22,13800,14000,13400,13800,512800,LAS
LBE,2023-12-22,18200,20000,18200,20000,500,LBE
LBM,2023-12-22,47150,48850,47150,48300,10200,LBM
LCC,2023-12-22,6300,6300,6300,6300,100,LCC
LCG,2023-12-22,11900,11950,11750,11750,1951400,LCG
LCM,2023-12-22,2600,2600,2500,2600,78900,LCM
LCS,2023-12-22,900,900,900,900,2800,LCS
LDG,2023-12-22,3050,3050,2960,2980,3000800,LDG
LDP,2023-12-22,13300,13400,13000,13400,3300,LDP
LEC,2023-12-22,6380,6400,6380,6400,300,LEC
LGL,2023-12-22,4030,4080,4019,4019,61000,LGL
LHC,2023-12-22,52000,53000,51000,52500,38100,LHC
LHG,2023-12-22,29600,29950,29100,29200,27500,LHG
LIC,2023-12-22,15100,15100,14800,14900,900,LIC
